REG_NAME,REG_CODE,ADM_STATUS,DIST_CODE,EA_NUMBER,EA_CODE,TA_CODE,TA_NAME,TPA,TOTAL_MALE,TOTAL_FEMA,TOTAL_HH,_sum,DIST_NAME2,POPULATION,district_name,total_population
Central,2,Rural,203,53.0,20303053.0,20303.0,TA Kalumo,,473.0,516.0,221.0,1238.9376996891604,Ntchisi District,  989  ,Ntchisi,989
Central,2,Rural,203,43.0,20303043.0,20303.0,TA Kalumo,,415.0,459.0,186.0,947.3391136021485,Ntchisi,874,ntchisi,874
Central,2,Rural,203,52.0,20303052.0,20303.0,TA Kalumo,,440.0,463.0,190.0,774.7406434068247,  Ntchisi  ,903,Ntchisi District,903.0
Central,2,Rural,203,49.0,20303049.0,20303.0,TA Kalumo,,317.0,372.0,149.0,717.2105866830194,Ntchisi District,689,  Ntchisi  ,689
Central,2,Rural,203,47.0,20303047.0,20303.0,TA Kalumo,,412.0,457.0,201.0,566.4324932282335,Ntchisi District,869 people,  Ntchisi  ,  869  
Central,2,Rural,203,51.0,20303051.0,20303.0,TA Kalumo,,459.0,467.0,202.0,1150.6676638356305,Ntchisi,926,Ntchisi,  926  
Central,2,Rural,203,50.0,20303050.0,20303.0,TA Kalumo,,372.0,403.0,165.0,1013.2754409143016,NTCHISI,775,NTCHISI,775
Central,2,Rural,203,6.0,20303006.0,20303.0,TA Kalumo,,552.0,599.0,248.0,1029.3521056096758,Ntchisi District,  1151  ,Ntchisi,1151.0
Central,2,Rural,203,42.0,20303042.0,20303.0,TA Kalumo,,505.0,545.0,225.0,1055.9321008600891,Ntchisi,  1050  ,Ntchisi,"1,050"
Central,2,Rural,203,13.0,20303013.0,20303.0,TA Kalumo,,481.0,498.0,217.0,1393.5489032659211,  Ntchisi  ,  979  ,  Ntchisi  ,979 people
Central,2,Rural,203,12.0,20303012.0,20303.0,TA Kalumo,,331.0,348.0,150.0,865.019202693994,  Ntchisi  ,  679  ,Ntchisi,679 people
Central,2,Rural,203,48.0,20303048.0,20303.0,TA Kalumo,,464.0,466.0,206.0,1163.148880772095,NTCHISI,  930  ,Ntchisi District,930.0
Central,2,Rural,203,5.0,20303005.0,20303.0,TA Kalumo,,485.0,477.0,181.0,733.94253661644,NTCHISI,962,NTCHISI,962.0
Central,2,Rural,203,7.0,20303007.0,20303.0,TA Kalumo,,286.0,322.0,125.0,719.7633804310505,Ntchisi,608,ntchisi,608 people
Central,2,Rural,203,8.0,20303008.0,20303.0,TA Kalumo,,652.0,647.0,306.0,862.3080158771139,Ntchisi District,1299,Ntchisi,1299 people
Central,2,Rural,203,4.0,20303004.0,20303.0,TA Kalumo,,370.0,387.0,169.0,746.2753161746639,  Ntchisi  ,757,NTCHISI,757
Central,2,Rural,203,11.0,20303011.0,20303.0,TA Kalumo,,421.0,460.0,184.0,1107.1694368911799,Ntchisi,  881  ,Ntchisi,  881  
Central,2,Rural,203,2.0,20303002.0,20303.0,TA Kalumo,,318.0,329.0,146.0,984.253876802383,Ntchisi District,  647  ,ntchisi,647
Central,2,Rural,203,3.0,20303003.0,20303.0,TA Kalumo,,323.0,338.0,144.0,628.7233071051854,ntchisi,661,Ntchisi District,  661  
Central,2,Rural,203,1.0,20303001.0,20303.0,TA Kalumo,,271.0,288.0,135.0,315.9895878199652,Ntchisi,559.0,ntchisi,559 people
Central,2,Rural,203,10.0,20303010.0,20303.0,TA Kalumo,,359.0,366.0,164.0,1239.3772932404884,  Ntchisi  ,725.0,Ntchisi District,725 people
Central,2,Rural,203,9.0,20303009.0,20303.0,TA Kalumo,,454.0,494.0,203.0,647.539648045841,ntchisi,948,Ntchisi,948 people
Central,2,Rural,203,27.0,20303027.0,20303.0,TA Kalumo,,388.0,405.0,180.0,773.3700385386502,Ntchisi District,793.0,NTCHISI,793.0
Central,2,Rural,203,87.0,20305087.0,20305.0,TA Chilooko,,524.0,523.0,245.0,1071.5073136229664,Ntchisi District,1047,  Ntchisi  ,1047
Central,2,Rural,203,53.0,20305053.0,20305.0,TA Chilooko,,439.0,506.0,200.0,809.0103895084783,ntchisi,  945  ,Ntchisi District,945.0
Central,2,Rural,203,88.0,20305088.0,20305.0,TA Chilooko,,730.0,764.0,262.0,1363.1150185815677,  Ntchisi  ,  1494  ,ntchisi,1494
Central,2,Rural,203,84.0,20305084.0,20305.0,TA Chilooko,,746.0,735.0,316.0,1341.7350426312366,Ntchisi,1481.0,ntchisi,  1481  
Central,2,Rural,203,31.0,20305031.0,20305.0,TA Chilooko,,523.0,577.0,253.0,970.9380738888175,ntchisi,  1100  ,NTCHISI,1100
Central,2,Rural,203,14.0,20305014.0,20305.0,TA Chilooko,,453.0,422.0,174.0,296.91536003166215,Ntchisi District,875 people,NTCHISI,875
Central,2,Rural,203,7.0,20305007.0,20305.0,TA Chilooko,,306.0,318.0,142.0,459.17387216621154,Ntchisi,624,NTCHISI,624 people
Central,2,Rural,203,10.0,20305010.0,20305.0,TA Chilooko,,338.0,349.0,142.0,986.83051553888,Ntchisi,687.0,Ntchisi,  687  
Central,2,Rural,203,12.0,20305012.0,20305.0,TA Chilooko,,334.0,354.0,138.0,530.3627546085803,ntchisi,688.0,  Ntchisi  ,688
Central,2,Rural,203,25.0,20305025.0,20305.0,TA Chilooko,,974.0,983.0,408.0,1072.241847941148,Ntchisi,1957,Ntchisi,1957.0
Central,2,Rural,203,20.0,20305020.0,20305.0,TA Chilooko,,323.0,354.0,156.0,551.4023340032709,Ntchisi District,677 people,Ntchisi,677.0
Central,2,Rural,203,3.0,20305003.0,20305.0,TA Chilooko,,328.0,329.0,137.0,530.693257467234,ntchisi,  657  ,Ntchisi,657
Central,2,Rural,203,6.0,20305006.0,20305.0,TA Chilooko,,249.0,272.0,88.0,535.8465914940136,ntchisi,  521  ,Ntchisi,521.0
Central,2,Rural,203,56.0,20305056.0,20305.0,TA Chilooko,,375.0,410.0,174.0,776.5680287256135,Ntchisi,  785  ,Ntchisi,  785  
Central,2,Rural,203,64.0,20305064.0,20305.0,TA Chilooko,,387.0,417.0,176.0,465.76872736697374,Ntchisi District,804.0,Ntchisi,804.0
Central,2,Rural,203,60.0,20305060.0,20305.0,TA Chilooko,,519.0,498.0,236.0,761.011084927814,NTCHISI,1017 people,Ntchisi,  1017  
Central,2,Rural,203,51.0,20305051.0,20305.0,TA Chilooko,,653.0,715.0,298.0,999.4933513983073,Ntchisi,1368,Ntchisi District,  1368  
Central,2,Rural,203,44.0,20305044.0,20305.0,TA Chilooko,,409.0,450.0,181.0,1245.8521555781188,Ntchisi District,859,NTCHISI,859
Central,2,Rural,203,43.0,20305043.0,20305.0,TA Chilooko,,1536.0,1639.0,706.0,1208.757332010506,Ntchisi,3175.0,ntchisi,3175 people
Central,2,Rural,203,41.0,20305041.0,20305.0,TA Chilooko,,428.0,443.0,178.0,472.5371710163119,Ntchisi District,871.0,  Ntchisi  ,871
Central,2,Rural,203,32.0,20305032.0,20305.0,TA Chilooko,,649.0,656.0,268.0,1135.7640246173946,Ntchisi District,"1,305",NTCHISI,1305
Central,2,Rural,203,1.0,20305001.0,20305.0,TA Chilooko,,382.0,320.0,139.0,410.19786437163754,  Ntchisi  ,702.0,  Ntchisi  ,702 people
Central,2,Rural,203,2.0,20305002.0,20305.0,TA Chilooko,,260.0,289.0,109.0,611.4115388551877,NTCHISI,549.0,ntchisi,549.0
Central,2,Rural,203,9.0,20305009.0,20305.0,TA Chilooko,,301.0,316.0,128.0,427.0632402695839,NTCHISI,617.0,ntchisi,617.0
Central,2,Rural,203,11.0,20305011.0,20305.0,TA Chilooko,,445.0,445.0,213.0,792.1164263874865,Ntchisi,  890  ,NTCHISI,  890  
Central,2,Rural,203,13.0,20305013.0,20305.0,TA Chilooko,,342.0,346.0,172.0,984.306527363046,NTCHISI,688.0,NTCHISI,688
Central,2,Rural,203,69.0,20305069.0,20305.0,TA Chilooko,,389.0,412.0,195.0,608.5290393951998,Ntchisi District,801,Ntchisi,  801  
Central,2,Rural,203,70.0,20305070.0,20305.0,TA Chilooko,,398.0,405.0,172.0,1319.5324440528975,NTCHISI,803 people,ntchisi,803 people
Central,2,Rural,203,68.0,20305068.0,20305.0,TA Chilooko,,373.0,367.0,155.0,284.72611755304416,NTCHISI,740 people,ntchisi,740 people
Central,2,Rural,203,67.0,20305067.0,20305.0,TA Chilooko,,349.0,316.0,144.0,217.25234445598167,Ntchisi District,  665  ,  Ntchisi  ,665.0
Central,2,Rural,203,72.0,20305072.0,20305.0,TA Chilooko,,475.0,478.0,237.0,1013.6575232305312,Ntchisi,953,ntchisi,953
Central,2,Rural,203,73.0,20305073.0,20305.0,TA Chilooko,,510.0,561.0,231.0,722.5850653111961,Ntchisi,1071.0,NTCHISI,1071
Central,2,Rural,203,76.0,20305076.0,20305.0,TA Chilooko,,494.0,553.0,222.0,805.1054430171008,Ntchisi District,1047.0,NTCHISI,1047.0
Central,2,Rural,203,75.0,20305075.0,20305.0,TA Chilooko,,625.0,689.0,312.0,607.0351274615216,Ntchisi,  1314  ,NTCHISI,1314.0
Central,2,Rural,203,74.0,20305074.0,20305.0,TA Chilooko,,316.0,364.0,167.0,951.2405532500383,  Ntchisi  ,  680  ,Ntchisi,680
Central,2,Rural,203,79.0,20305079.0,20305.0,TA Chilooko,,407.0,369.0,191.0,870.3987534525075,Ntchisi,776,Ntchisi,776 people
Central,2,Rural,203,83.0,20305083.0,20305.0,TA Chilooko,,363.0,379.0,167.0,743.5695641039657,Ntchisi,  742  ,  Ntchisi  ,742
Central,2,Rural,203,81.0,20305081.0,20305.0,TA Chilooko,,383.0,392.0,176.0,605.7615974447527,NTCHISI,775 people,NTCHISI,775
Central,2,Rural,203,80.0,20305080.0,20305.0,TA Chilooko,,366.0,418.0,170.0,665.5879146811067,  Ntchisi  ,784.0,ntchisi,784.0
Central,2,Rural,203,8.0,20305008.0,20305.0,TA Chilooko,,226.0,246.0,94.0,595.1093353785608,ntchisi,472.0,Ntchisi,472
Central,2,Rural,203,15.0,20305015.0,20305.0,TA Chilooko,,328.0,360.0,146.0,844.7487283917399,Ntchisi District,688,ntchisi,688
Central,2,Rural,203,16.0,20305016.0,20305.0,TA Chilooko,,458.0,463.0,197.0,1155.1823678365656,Ntchisi District,921.0,Ntchisi District,  921  
Central,2,Rural,203,21.0,20305021.0,20305.0,TA Chilooko,,470.0,504.0,221.0,1523.8152933690228,Ntchisi,974 people,Ntchisi,974.0
Central,2,Rural,203,4.0,20305004.0,20305.0,TA Chilooko,,548.0,611.0,239.0,683.6434645224691,ntchisi,1159,Ntchisi,1159 people
Central,2,Rural,203,18.0,20305018.0,20305.0,TA Chilooko,,770.0,737.0,318.0,761.8151094285574,ntchisi,1507,Ntchisi,"1,507"
Central,2,Rural,203,17.0,20305017.0,20305.0,TA Chilooko,,395.0,387.0,179.0,700.3096726332827,Ntchisi,782,ntchisi,782 people
Central,2,Rural,203,19.0,20305019.0,20305.0,TA Chilooko,,458.0,516.0,212.0,1943.8045134774284,Ntchisi District,974.0,Ntchisi District,  974  
